timestamp,sex,height,weight,wingspan,years_climbing,indoor_outdoor,hardest_boulder_ever,hardest_boulder_recent,hardest_boulder_confident,hardest_route_ever,hardest_route_recent,hardest_route_confident,weekly_count_climbing,weekly_hours_climbing,weekly_hours_training,weekly_count_hangboard,hangboard_grips,hangboard_style,weekly_count_campus,weekly_hours_campus,weekly_count_endurance,endurance_style,weekly_count_strength,session_hours_strength,strength_style,other_activities,pullups_maxcount,pushups_maxcount,cid
29/01/2017 23:37:06,M,178.0,81.6,178.0,5.5 - 6 years,Indoor Climbing only,V7,V7,V5,25,23,21,2,4,0,1,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Middle 2', 'Slopers']",['Repeaters'],0,0,2,['ARC'],3,3,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['cardio', 'running']",7.0,30.0,pinch-hating setter
29/01/2017 23:42:34,M,175.0,60.0,180.0,5.5 - 6 years,Indoor and outdoor climbing,V8,V8,V8,30,29,28,2,6,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,,,,bomber pulley
29/01/2017 23:46:55,F,168.0,54.0,170.0,1 - 1.5 years,Indoor Climbing only,V6,V6,V4,25,25,22,4,8,8,2,"['Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Back 2', 'Slopers']",['Repeaters'],0,0,1,"['hangboard repeater protocols', 'Laps of routes']",4,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['cardio', 'hiking', 'skiing']",12.0,30.0,sloper-loving masochist
30/01/2017 00:23:36,F,157.5,50.8,158.0,2.5 - 3 years,Indoor and outdoor climbing,V4,V3,V2,23,23,19,2,4,1,0,"[""I don't Hangboard""]",,0,0,1,"['4x4', 'Max moves', 'Laps of routes']",2,2,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['running'],3.0,,jug-loving tweaked pulley
30/01/2017 00:24:52,M,163.0,65.0,165.0,5 - 5.5 years,Indoor and outdoor climbing,V11,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,4,12,4,1,"['Open Crimp', 'Back 3', 'Front 2', 'Middle 2', 'Monos']","['Min Edge', 'Repeaters']",2,1,0,,0,0,,,35.0,120.0,frolicking pulley
30/01/2017 00:30:09,M,174.0,70.0,178.0,1 - 1.5 years,Indoor and outdoor climbing,V3,I don't boulder,V2,22,20,20,0,1,0,0,"[""I don't Hangboard""]",,0,0,0,,2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,10.0,10.0,crack-addicted dirtbag
30/01/2017 00:30:18,M,188.0,,195.6,3.5 - 4 years,Indoor and outdoor climbing,V9,V7,V5,25,23,22,4,10,3,2,['Half Crimp'],"['Max weight', 'Min Edge', 'Repeaters']",0,0,1,"['ARC', 'route climbing intervals']",3,1,"['Antagonists', 'Core', 'Upper body pulling']",['mountain biking'],,40.0,sloper-hating tweaked pulley
30/01/2017 00:31:44,F,164.0,53.0,170.0,2 - 2.5 years,Indoor Climbing only,V6,V6,V4,I don't climb routes,I don't climb routes,I don't climb routes,3,6,3,0,"[""I don't Hangboard""]",,0,0,0,,3,3,"['Core', 'Upper body pulling', 'Upper body pushing']",,11.0,,free hand
30/01/2017 00:38:22,M,176.0,60.0,177.0,2.5 - 3 years,Indoor and outdoor climbing,V7,V7,V5,25,24,23,3,8,2,1,"['Half Crimp', 'Front 3', 'Middle 2', 'Slopers']",['Repeaters'],0,0,0,"['Laps of routes', 'ARC']",1,1,"['Antagonists', 'Core', 'Upper body pushing']",['calisthenics'],10.0,30.0,crimp-loving pebble
30/01/2017 00:45:14,M,175.0,63.5,180.0,3.5 - 4 years,Indoor Climbing only,V10,V10,V8,I don't climb routes,I don't climb routes,I don't climb routes,3,9,3,3,"['Half Crimp', 'Open Crimp']","['Max weight', 'Min Edge']",0,0,0,,3,2,"['Legs', 'Upper body pulling', 'Upper body pushing']",,,,chossy tendonitis
30/01/2017 00:50:13,M,190.0,82.0,197.0,2.5 - 3 years,Indoor and outdoor climbing,V6,V5,V4,24,21,20,3,4,2,2,['Half Crimp'],['Other protocol'],0,0,2,"['ARC', 'other']",2,2,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,10.0,30.0,crimp-hating jug lord
30/01/2017 00:55:13,M,177.0,66.0,178.0,7.5 - 8 years,Indoor and outdoor climbing,V7,V7,V6,29,28,26,3,8,1,0,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Back 2', 'Slopers']",['Repeaters'],0,0,1,"['4x4', 'hangboard repeater protocols', 'Laps of routes', ""Feet on 'campusing'""]",1,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,20.0,40.0,frolicking gym bro
30/01/2017 01:06:26,M,179.0,69.0,178.0,12 - 12.5 years,Indoor and outdoor climbing,V10,V7,V8,31,I don't climb routes,21,3,5,7,3,"['Half Crimp', 'Open Crimp', 'Slopers']",['Repeaters'],2,1,0,,3,5,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']","['running', 'biking']",12.0,20.0,jug-loving pinchster
30/01/2017 01:10:02,M,185.4,82.0,186.0,4 - 4.5 years,Indoor and outdoor climbing,V7,V6,V5,28,26,24,3,4,2,2,"['Half Crimp', 'Front 3']",['Max weight'],0,0,1,"['Laps of routes', 'ARC']",1,1,"['Core', 'Upper body pulling', 'Upper body pushing']",['mobility'],,,dynamic tweaked pulley
30/01/2017 01:17:20,F,165.1,53.0,165.1,3.5 - 4 years,Indoor and outdoor climbing,V3,V3,V1,22,21,21,5,10,3,1,"['Open Crimp', 'Front 2', 'Middle 2', 'Back 2']",['Repeaters'],0,0,0,,3,2,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,5.0,11.0,elite pinchster
30/01/2017 01:18:37,F,157.0,47.0,155.0,8 - 8.5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,V3,27,27,24,4,6,6,0,"[""I don't Hangboard""]",,3,4,1,['systems boards'],2,1,"['Core', 'Upper body pulling', 'Upper body pushing']",['running'],,,calloused tendonitis
30/01/2017 01:19:51,M,180.0,79.5,185.0,0 - .5 years,Indoor Climbing only,V4,V4,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,6,3,0,"[""I don't Hangboard""]",,0,0,2,['other'],2,2,"['Legs', 'Core', 'Upper body pushing']",,18.0,50.0,bomber gym bro
30/01/2017 01:29:32,M,186.0,73.0,190.0,2 - 2.5 years,Indoor and outdoor climbing,V5,V5,V3,23,23,20,2,6,1,0,"[""I don't Hangboard""]",,0,0,1,"['4x4', 'Laps of routes']",1,1,"['Core', 'Upper body pulling', 'Upper body pushing']",,12.0,10.0,sanded masochist
30/01/2017 01:37:45,M,183.0,,185.0,2 - 2.5 years,Indoor and outdoor climbing,V6,V5,V4,25,24,22,2,4,0,0,"['Half Crimp', 'Open Crimp', 'Front 3', 'Front 2', 'Middle 2', 'Slopers', 'Pinch']",['Repeaters'],0,0,0,"['4x4', 'systems boards', 'Laps of routes', 'ARC']",2,2,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['running'],12.0,70.0,chalk-snorting pebble
30/01/2017 01:44:47,M,167.0,60.0,179.0,3.5 - 4 years,Indoor and outdoor climbing,V9,V9,V4,22,20,16,3,6,3,3,['Half Crimp'],"['Max weight', 'Repeaters']",0,0,0,['hangboard repeater protocols'],2,2,"['Core', 'Upper body pulling', 'Upper body pushing']",,13.0,22.0,kid hand
30/01/2017 01:56:42,M,173.0,86.0,173.0,1.5 - 2 years,Indoor and outdoor climbing,V6,V4,V4,23,22,22,3,4,4,2,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Slopers', 'Pinch']","['Min Edge', 'Repeaters']",2,2,2,"['4x4', 'Max moves', 'Laps of routes', 'ARC']",4,8,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['yoga', 'weight training', 'weight training']",32.0,286.0,bomber van life
30/01/2017 02:05:50,M,182.0,72.0,182.0,More than 15 years,Indoor and outdoor climbing,V11,V10,V9,31,I don't climb routes,I don't climb routes,3,4,2,3,"['Open Crimp', 'Front 3', 'Back 3']","['Max weight', 'Min Edge', 'Repeaters']",1,1,1,['threshold intervals'],2,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,25.0,25.0,chalk-snorting ladder admirer
30/01/2017 02:09:41,M,170.0,64.0,165.0,.5 - 1 years,Indoor and outdoor climbing,V6,V6,V5,25,25,23,1,3,3,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,['soccer'],16.0,115.0,pinch-hating slab monarch
30/01/2017 02:12:00,M,182.0,76.0,180.0,4.5 - 5 years,Indoor Climbing only,V6,V6,V4,26,24,20,1,3,3,1,"['Half Crimp', 'Open Crimp', 'Front 3', 'Middle 2', 'Slopers']",['Repeaters'],0,0,0,,1,2,"['Antagonists', 'Core', 'Upper body pushing']",,10.0,20.0,sloper-hating pinchster
30/01/2017 02:17:43,M,175.0,,168.0,3.5 - 4 years,Indoor and outdoor climbing,V9,V8,V7,27,I don't climb routes,23,2,5,3,0,"[""I don't Hangboard""]",,0,0,0,,3,6,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,25.0,,jug-loving masochist
30/01/2017 02:22:24,M,178.0,70.3,178.0,0 - .5 years,Indoor Climbing only,V4,V4,V2,17,17,17,3,5,3,0,"[""I don't Hangboard""]",,0,0,0,,3,3,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,18.0,40.0,sturdy sloper expert
30/01/2017 02:27:58,M,183.0,80.0,187.0,1.5 - 2 years,Indoor and outdoor climbing,V4,V4,V3,20,20,20,3,6,0,0,"[""I don't Hangboard""]",,0,0,0,,2,4,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,10.0,50.0,frenzied van life
30/01/2017 02:29:03,M,175.0,85.0,180.0,3 - 3.5 years,Indoor and outdoor climbing,V8,V7,V5,25,22,21,4,8,3,2,"['Full Crimp', 'Half Crimp', 'Open Crimp']",['Repeaters'],1,1,2,"['4x4', 'hangboard repeater protocols']",3,4,"['Antagonists', 'Legs', 'Core', 'Upper body pushing']",['running'],,,chalk-eating sloper hater
30/01/2017 02:34:07,M,182.0,73.0,184.0,14.5 - 15 years,Indoor and outdoor climbing,V8,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,3,2,5,2,['Open Crimp'],"['Max weight', 'Min Edge']",0,0,0,,5,3,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,15.0,,static tweaked pulley
30/01/2017 02:38:09,M,173.0,58.0,173.0,1.5 - 2 years,Indoor and outdoor climbing,V8,V8,V6,I don't climb routes,I don't climb routes,I don't climb routes,2,5,2,2,['Half Crimp'],['Max weight'],0,0,2,"[""Feet on 'campusing'""]",2,2,"['Antagonists', 'Legs', 'Upper body pulling']",,,40.0,jug-hating jug lord
30/01/2017 02:40:27,M,,,184.0,8 - 8.5 years,Indoor and outdoor climbing,V11,V10,V8,29,26,28,3,7,5,3,"['Full Crimp', 'Half Crimp']","['Max weight', 'Min Edge', 'Other protocol']",2,1,0,,3,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,13.0,20.0,sanded finger
30/01/2017 02:49:27,M,193.0,79.0,193.0,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V5,25,25,24,3,7,6,3,['Half Crimp'],['Repeaters'],0,0,0,,3,6,"['Antagonists', 'Core', 'Upper body pushing']",,20.0,30.0,crimp-hating dirtbag
30/01/2017 03:13:26,M,174.0,65.0,176.0,1 - 1.5 years,Indoor and outdoor climbing,V5,V5,V3,22,22,20,3,8,1,0,"[""I don't Hangboard""]",,0,0,0,,1,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['biking'],15.0,40.0,calloused amateur
30/01/2017 03:22:25,M,186.0,72.5,190.0,2 - 2.5 years,Indoor and outdoor climbing,V8,V8,V5,27,27,24,4,8,8,3,['Half Crimp'],"['Max weight', 'Min Edge']",0,0,3,['ARC'],3,6,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,20.0,15.0,couch-surfing ladder admirer
30/01/2017 03:56:50,M,188.0,73.0,189.0,0 - .5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,17,17,15,1,3,8,0,"[""I don't Hangboard""]",,0,0,2,"['Laps of routes', 'threshold intervals']",2,4,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['cardio'],16.0,105.0,dynamic gym bro
30/01/2017 03:58:36,F,172.72,79.3787,,2.5 - 3 years,Indoor and outdoor climbing,V3,V3,V2,22,22,21,4,10,2,0,"[""I don't Hangboard""]",,1,1,1,"['Laps of routes', ""Feet on 'campusing'""]",2,3,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['yoga', 'pilates', 'running']",1.0,10.0,chalk-snorting masochist
30/01/2017 03:58:54,M,182.0,79.0,184.0,2.5 - 3 years,Indoor and outdoor climbing,V6,V5,V4,22,22,20,3,10,1,0,"[""I don't Hangboard""]",,0,0,0,"['4x4', 'systems boards', 'threshold intervals']",3,7,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']","['running', 'soccer']",12.0,50.0,chalk-eating finger
30/01/2017 04:09:26,M,178.0,74.0,170.0,.5 - 1 years,Indoor Climbing only,V5,V5,V4,21,21,19,4,10,0,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],3,3,"['Antagonists', 'Core']",,,,chossy slab monarch
30/01/2017 04:12:21,M,170.0,59.0,172.0,2.5 - 3 years,Indoor and outdoor climbing,V8,V8,V5,I don't climb routes,I don't climb routes,I don't climb routes,5,17,3,1,"['Open Crimp', 'Front 3', 'Front 2', 'Slopers']","['Max weight', 'Repeaters']",1,1,2,"['4x4', 'hangboard repeater protocols', 'other']",2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pushing']",['biking'],20.0,,big couch surfer
30/01/2017 04:15:56,F,168.0,69.0,165.0,4.5 - 5 years,Indoor and outdoor climbing,V6,V5,V4,25,22,20,4,8,1,0,"[""I don't Hangboard""]",,0,0,1,"['Laps of routes', 'ARC']",1,2,"['Antagonists', 'Core', 'Upper body pushing']","['yoga', 'cardio']",6.0,,sloper-hating couch surfer
30/01/2017 04:17:46,M,185.0,79.0,185.0,2.5 - 3 years,Indoor and outdoor climbing,V6,V6,V5,27,26,23,5,12,2,2,['Open Crimp'],"['Max weight', 'Min Edge']",1,1,0,,2,1,"['Antagonists', 'Core']",,,,sanded van life
30/01/2017 04:18:32,M,195.0,85.0,,1.5 - 2 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,5,2,0,"[""I don't Hangboard""]",,1,1,1,"['Max moves', 'Laps of routes']",1,1,"['Core', 'Upper body pulling']",,,,calloused masochist
30/01/2017 04:18:32,M,176.0,63.5,175.0,2.5 - 3 years,Indoor Climbing only,V9,V9,V7,29,28,27,3,8,4,3,"['Front 2', 'Back 2']",['Max weight'],0,0,0,,4,4,"['Core', 'Upper body pulling', 'Upper body pushing']","['stretching', 'mobility', 'running']",,,dynamic hydroflask
30/01/2017 04:18:52,F,165.0,56.0,165.0,3 - 3.5 years,Indoor and outdoor climbing,V6,V6,V4,23,22,20,3,9,2,1,"['Open Crimp', 'Front 2', 'Middle 2', 'Back 2', 'Slopers', 'Pinch']",['Repeaters'],1,1,0,,2,4,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,sloper-hating setter
30/01/2017 04:34:53,M,178.0,72.0,180.0,10 - 10.5 years,Indoor and outdoor climbing,V9,V8,V6,29,26,26,4,7,6,3,"['Half Crimp', 'Open Crimp', 'Front 3']",['Max weight'],0,0,1,['4x4'],2,1,"['Antagonists', 'Legs', 'Upper body pulling', 'Upper body pushing']",,18.0,,frolicking hand
30/01/2017 04:39:08,M,185.0,73.0,187.0,6.5 - 7 years,Indoor and outdoor climbing,V11,V10,V9,32,32,30,5,10,6,2,"['Half Crimp', 'Middle 2']",['Max weight'],0,0,0,['threshold intervals'],2,1,"['Antagonists', 'Core']",,,,static hand
30/01/2017 04:47:42,M,182.8,76.0,189.0,More than 15 years,Indoor and outdoor climbing,V8,V6,V4,29,26,24,2,4,8,3,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 2', 'Middle 2', 'Slopers', 'Pinch']","['Max weight', 'Repeaters', 'Other protocol']",1,1,1,"['hangboard repeater protocols', 'ARC', 'route climbing intervals']",1,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",['soccer'],,,bomber setter
30/01/2017 04:50:55,M,178.0,72.0,178.0,1.5 - 2 years,Indoor and outdoor climbing,V8,V6,V5,24,24,21,3,10,3,1,['Open Crimp'],['Min Edge'],0,0,1,"['4x4', 'Max moves', 'Laps of routes']",3,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['yoga'],10.0,,static jug lord
30/01/2017 05:09:07,M,180.0,86.0,177.0,.5 - 1 years,Indoor and outdoor climbing,V7,V7,V5,32,32,27,3,9,2,1,"['Full Crimp', 'Half Crimp', 'Open Crimp', 'Front 3', 'Back 3', 'Front 2', 'Middle 2', 'Back 2', 'Slopers', 'Pinch']",['Repeaters'],1,1,1,"['4x4', 'hangboard repeater protocols', 'Max moves', 'Laps of routes', ""Feet on 'campusing'"", 'route climbing intervals']",0,0,,"['biking', 'hiking']",45.0,112.0,chalk-eating jug lord
30/01/2017 05:09:27,M,174.0,75.0,180.0,11.5 - 12 years,Indoor and outdoor climbing,V6,V6,V4,28,26,25,3,8,0,2,['Open Crimp'],['Repeaters'],0,0,1,['hangboard repeater protocols'],0,0,,,20.0,25.0,crimp-loving crimper
30/01/2017 05:09:41,M,178.0,59.0,183.0,2.5 - 3 years,Indoor and outdoor climbing,V8,V7,V6,25,24,22,3,6,3,2,"['Half Crimp', 'Middle 2', 'Slopers', 'Pinch']","['Max weight', 'Repeaters']",2,2,1,"['4x4', 'ARC']",2,1,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['biking'],12.0,30.0,elite couch surfer
30/01/2017 05:15:48,M,175.0,73.0,183.0,0 - .5 years,Indoor Climbing only,V2,V2,V2,I don't climb routes,I don't climb routes,I don't climb routes,2,4,2,0,"[""I don't Hangboard""]",,0,0,2,['ARC'],2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['running'],12.0,33.0,dry-firing pinchster
30/01/2017 05:18:43,M,178.0,70.0,195.0,14.5 - 15 years,Indoor and outdoor climbing,V13,V13,V11,33,I don't climb routes,31,4,12,4,2,"['Half Crimp', 'Open Crimp']",['Max weight'],1,1,1,"['4x4', 'threshold intervals', 'other']",3,3,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,25.0,40.0,bomber tweaked pulley
30/01/2017 05:30:52,F,170.0,59.0,173.0,1 - 1.5 years,Indoor and outdoor climbing,I don't boulder,I don't boulder,I don't boulder,23,23,21,4,7,12,0,"[""I don't Hangboard""]",,0,0,2,"['4x4', 'Laps of routes']",2,2,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['running', 'hiking']",3.0,,elite sloper hater
30/01/2017 05:38:29,M,177.0,70.0,185.5,5 - 5.5 years,Indoor and outdoor climbing,V7,V7,V6,26,26,25,4,7,1,1,['Open Crimp'],['Max weight'],0,0,1,"['route climbing intervals', 'threshold intervals']",4,3,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,novice amateur
30/01/2017 05:42:30,M,178.0,75.0,180.0,5.5 - 6 years,Indoor and outdoor climbing,V7,V7,V5,21,I don't climb routes,19,4,5,5,1,['Half Crimp'],['Max weight'],0,0,1,['Laps of routes'],4,3,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",,12.0,45.0,sloper-loving couch surfer
30/01/2017 05:43:58,F,165.0,65.0,163.0,4.5 - 5 years,Indoor Climbing only,V4,V3,V2,21,21,19,4,9,0,0,"[""I don't Hangboard""]",,0,0,1,['Laps of routes'],0,0,,,1.0,0.0,old hydroflask
30/01/2017 05:49:36,M,174.0,73.0,179.0,4 - 4.5 years,Indoor and outdoor climbing,V7,V7,V5,27,26,24,3,5,2,2,"['Half Crimp', 'Middle 2']",['Max weight'],0,0,0,['other'],1,1,['Antagonists'],,15.0,35.0,gnarly ladder admirer
30/01/2017 05:51:27,M,180.0,65.77,185.0,8 - 8.5 years,Indoor and outdoor climbing,V11,V11,V8,I don't climb routes,I don't climb routes,I don't climb routes,4,5,10,2,"['Half Crimp', 'Open Crimp']",['Max weight'],0,0,0,,2,4,"['Antagonists', 'Upper body pulling', 'Upper body pushing']",,30.0,,chalk-eating crimper
30/01/2017 06:01:41,F,171.0,74.0,178.0,2.5 - 3 years,Indoor Climbing only,V5,V5,V4,25,25,23,1,3,0,0,"[""I don't Hangboard""]",,0,0,0,,0,0,,"['running', 'biking', 'swimming']",2.0,45.0,chalk-snorting couch surfer
30/01/2017 06:08:14,M,170.0,66.5,171.0,10.5 - 11 years,Indoor and outdoor climbing,V4,V4,V3,24,18,18,2,4,8,1,"['Full Crimp', 'Open Crimp']",['Max weight'],0,0,3,['other'],1,1,"['Legs', 'Core', 'Upper body pulling', 'Upper body pushing']","['running', 'hiking']",10.0,30.0,crimp-loving ladder admirer
30/01/2017 06:11:16,M,188.0,87.0,200.0,1 - 1.5 years,Indoor and outdoor climbing,V6,V6,V4,22,22,19,3,7,2,0,"[""I don't Hangboard""]",,0,0,0,,2,1,"['Antagonists', 'Core']",['yoga'],8.0,5.0,sturdy amateur
30/01/2017 06:17:09,M,180.0,74.0,180.0,2 - 2.5 years,Indoor and outdoor climbing,V8,V6,V4,24,24,21,3,9,0,3,"['Half Crimp', 'Open Crimp']",['Max weight'],0,0,0,,3,5,"['Antagonists', 'Legs', 'Core', 'Upper body pulling', 'Upper body pushing']",['stretching'],12.0,30.0,kid chalk eater
30/01/2017 06:42:00,M,186.0,70.0,196.0,0 - .5 years,Indoor Climbing only,V5,V5,V2,22,22,20,4,10,0,0,"[""I don't Hangboard""]",,0,0,0,['Laps of routes'],0,0,,,,,big masochist
30/01/2017 06:43:37,M,177.0,61.2,177.0,1 - 1.5 years,Indoor Climbing only,V5,V5,V3,I don't climb routes,I don't climb routes,I don't climb routes,3,5,3,0,"[""I don't Hangboard""]",,0,0,0,,1,1,['Core'],['hiking'],,,frenzied crusher
30/01/2017 07:02:58,M,175.0,73.0,177.0,More than 15 years,Indoor and outdoor climbing,V7,V6,V4,32,32,29,3,5,2,0,"[""I don't Hangboard""]",,0,0,0,,1,1,"['Antagonists', 'Legs', 'Core', 'Upper body pulling']",,,,frolicking hydroflask
30/01/2017 07:04:53,M,168.0,55.0,173.0,5.5 - 6 years,Indoor and outdoor climbing,V13,V12,V8,I don't climb routes,I don't climb routes,I don't climb routes,3,5,3,1,"['Open Crimp', 'Back 3', 'Middle 2']",['Repeaters'],3,2,1,['hangboard repeater protocols'],3,1,"['Antagonists', 'Core', 'Upper body pulling', 'Upper body pushing']",,,,sloper-loving gym bro
30/01/2017 08:08:40,M,193.0,90.0,195.0,3 - 3.5 years,Indoor Climbing only,I don't boulder,I don't boulder,I don't boulder,25,25,19,3,9,1,0,"[""I don't Hangboard""]",,3,2,0,,3,3,"['Core', 'Upper body pulling']",,23.0,,kid crusher
30/01/2017 08:09:45,M,175.0,56.7,177.5,8 - 8.5 years,Indoor and outdoor climbing,V10,V9,V7,I don't climb routes,I don't climb routes,I don't climb routes,3,9,1,1,"[""I don't Hangboard""]",['Other protocol'],0,0,0,,0,0,,,20.0,,bomber slab monarch
